sku,group_id,name,url,price,in_stock,image_url,categories,keywords,description,dy_display_price,life_stage,product_type,type:number:annual_fee,type:number:cashback_percent,type:number:interest_rate,type:number:max_amount,type:number:min_amount,type:number:risk_level,type:number:term_months,brand,tagline,long_description,segment,tier,badge,rate_type,liquidity,fee_summary,regulatory_note,faq,type:array:features,type:array:eligibility,type:array:perks,type:array:personas,type:array:goals,type:array:related_skus,type:number:monthly_fee,type:number:aer,type:number:expected_return_min,type:number:expected_return_max,type:number:annual_fee_pct,type:number:transaction_fee_pct,type:number:fx_fee_pct,type:number:cashback_monthly_cap,type:number:min_term_months,type:number:notice_days,type:number:min_age,type:number:min_income,type:number:customer_rating,type:number:review_count,type:number:popularity_score,type:date:launched_at
LOAN-VEH-001,GRP-LOAN-VEH,Vehicle Financing,https://banking-demo-five.vercel.app/products/loans/car-loan,0,true,https://banking-demo-five.vercel.app/loans/car-loan.jpg,Loans|Vehicle|Vehicle Financing,car loan|vehicle|auto|financing|new car|used car|car finance|electric car|motorbike|buy a car|same day approval,"Drive away sooner with flexible financing for new and used cars up to €75,000.",from 5.5% APR,young_professional,Vehicle Financing,0,0,5.5,75000,3000,1,72,NexaBank,Drive away sooner with flexible financing for new and used cars.,"Whether you're buying new or used, our Vehicle Financing gives you the freedom to choose the car you want at a rate that works for you. Get a same-day approval decision, with no hidden fees and fixed monthly repayments across terms of up to 72 months.",personal,na,Same-day approval,fixed,na,No arrangement fee · no early repayment penalty,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"Can I finance a used car? => Yes — new and used vehicles up to €75,000, including private sales with a valid purchase agreement. || Can I repay early? => Yes, at any time and without penalty. Interest stops the day you settle. || Do you need a deposit? => No deposit is required; many customers put one down to lower their monthly repayment.","Same-day approval decision|Finance new and used vehicles up to €75,000|No early repayment penalty|Fixed monthly payments for the full term|Dedicated loan advisor on request","Aged 18 or over and EU resident|Minimum net monthly income of €1,500|Valid driving licence|No recent adverse credit history",,young_professional|family,borrow|spend,INS-CAR-001|ACC-EVERY-001|CARD-ESS-001,0,0,0,0,0,0,0,0,12,0,18,18000,4.6,1385,78,2022-03-01T00:00:00
LOAN-SHORT-001,GRP-LOAN-SHORT,Short Term Loan,https://banking-demo-five.vercel.app/products/loans/short-term-loan,0,true,https://banking-demo-five.vercel.app/loans/short-term-loan.jpg,Loans|Short Term|Short Term Loan,short term|quick loan|emergency|fast cash|instant|unexpected expense|small loan|bridge|urgent money|no collateral,Fast funds when you need them — in your account within 24 hours of approval.,from 8.9% APR,all,Short Term Loan,0,0,8.9,10000,500,1,24,NexaBank,Fast funds when you need them — in your account within 24 hours.,"Life doesn't always wait. Our Short Term Loan puts money in your account within 24 hours of approval, with minimal paperwork and no collateral required. A straightforward repayment schedule means no surprises — just the funds you need, when you need them.",personal,na,Funds in 24h,fixed,na,No arrangement fee · no early repayment cost,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"How fast will I get the money? => Within 24 hours of approval, paid straight into your NexaBank current account. || Is there a fee for paying it off early? => No. You can repay in full at any point at no additional cost. || What can I use it for? => Anything unexpected — a repair, a deposit, a bill — as long as it is not for business purposes.",Funds credited within 24 hours of approval|No collateral or guarantor required|Minimal documentation — apply entirely online|Flexible repayment schedule from 1 to 24 months|Early repayment at no additional cost,"Aged 18 or over and EU resident|Active NexaBank current account|Minimum net monthly income of €1,000|No active loan defaults",,all|young_professional,borrow,ACC-EVERY-001|SAV-INST-001|CARD-START-001,0,0,0,0,0,0,0,0,1,0,18,12000,4.4,3210,70,2022-03-01T00:00:00
LOAN-STU-001,GRP-LOAN-STU,Student Loan,https://banking-demo-five.vercel.app/products/loans/student-loan,0,true,https://banking-demo-five.vercel.app/loans/student-loan.jpg,Loans|Education|Student Loan,student loan|education|university|tuition|study|college|masters|erasmus|student finance|deferred repayment|graduate,Invest in your education — our lowest rate at 2.9% APR with deferred repayment until after graduation.,from 2.9% APR,student,Student Loan,0,0,2.9,25000,1000,1,120,NexaBank,"Invest in your education — our lowest rates, built for students.","Our Student Loan is designed to remove financial barriers to education. With our lowest available rate and the option to defer repayments until after you graduate, you can focus on your studies without the pressure of immediate repayments. Covers tuition fees, accommodation, and living expenses.",personal,na,Deferred repayment,fixed,na,No arrangement fee · no early repayment penalty,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"When do repayments start? => Six months after you graduate or leave your course. Interest accrues during your studies but nothing is due. || Can I use it for living costs? => Yes — tuition, accommodation and everyday living expenses are all covered. || Do I need a guarantor? => Only if you are under 18, in which case a co-signatory is required.","Defer repayments until 6 months after graduation|Our lowest rate — from 2.9% APR|Covers tuition, accommodation and living costs|No early repayment penalty|Flexible repayment terms up to 10 years",Aged 17 or over and EU resident|Enrolled in an accredited university or institution|Co-signatory required for applicants under 18|Annual enrolment confirmation required,,student,education|borrow,ACC-STU-001|CARD-START-001|SAV-ROUND-001,0,0,0,0,0,0,0,0,12,0,17,0,4.8,960,64,2022-09-01T00:00:00
LOAN-RENO-001,GRP-LOAN-RENO,House Renovation Loan,https://banking-demo-five.vercel.app/products/loans/renovation-loan,0,true,https://banking-demo-five.vercel.app/loans/renovation-loan.jpg,Loans|Home Improvement|House Renovation Loan,renovation|home improvement|refurbishment|construction|interior|kitchen|bathroom|extension|remodel|home works|DIY,Transform your home — from a kitchen remodel to a full refurbishment with stage-release funding.,from 4.5% APR,family,House Renovation Loan,0,0,4.5,100000,5000,1,120,NexaBank,Transform your home — from kitchen to full refurbishment.,"Whether you're planning a kitchen remodel, a new bathroom, or a full home refurbishment, our House Renovation Loan gives you the funds to bring your project to life. Choose your own contractor, receive a decision within 48 hours, and benefit from stage-release funding on larger projects.",personal,na,Decision in 48h,fixed,na,No arrangement fee · no early repayment penalty,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"What is stage-release funding? => For projects over €30,000 we release funds in stages as work completes, so you only pay interest on what has been drawn. || Do I have to use an approved contractor? => No. Choose any contractor you like; we only ask for a quote or invoice for larger releases. || Can renters apply? => The loan is for property owners. Renters looking to furnish a home may find the Short Term Loan more suitable.",No restriction on contractor choice|Stage-release funding available for larger projects|Decision within 48 hours|Fixed monthly payments throughout the term|No early repayment penalty,"Aged 18 or over and EU resident|Property owner within the EU|Minimum net monthly income of €1,800|Renovation project located within the EU",,family|pre_retirement,home|borrow,LOAN-GREEN-001|INS-HOME-001|LOAN-REAL-001,0,0,0,0,0,0,0,0,12,0,18,21600,4.6,742,58,2023-01-15T00:00:00
LOAN-GREEN-001,GRP-LOAN-GREEN,Green Home Energy Loan,https://banking-demo-five.vercel.app/products/loans/green-energy-loan,0,true,https://banking-demo-five.vercel.app/images/products/green-energy-loan.png,Loans|Green Energy|Green Home Energy Loan,green loan|solar panels|heat pump|insulation|energy efficiency|EV charger|eco renovation|lower energy bills|sustainable home|home battery|double glazing,"Discounted financing for solar panels, heat pumps, insulation and EV chargers — from 3.5% APR with no arrangement fee.",from 3.5% APR,family,Green Home Energy Loan,0,0,3.5,50000,2000,1,120,NexaBank,Make your home greener — and cheaper to run — at our lowest renovation rate.,"The Green Home Energy Loan finances upgrades that lower your energy bills: solar panels, heat pumps, insulation, triple glazing and home EV chargers. Because these projects reduce your running costs, we price it below our standard renovation loan and add no arrangement fee. Funds are released against installer quotes, and eligible projects can be combined with national energy grants.",personal,na,Lowest renovation rate,fixed,na,No arrangement fee · no early repayment penalty,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"Which projects qualify? => Solar panels, heat pumps, insulation, glazing, home batteries and EV chargers installed by a certified installer. || Can I combine it with a government grant? => Yes. Many customers finance the balance after a grant; we can also bridge the grant if it is paid on completion. || How is it different from the renovation loan? => Same process, lower rate — because the works reduce your energy bills, we price the risk lower.","From 3.5% APR — our lowest home improvement rate|Borrow €2,000 to €50,000 over up to 10 years|Funds released against installer quotes|Works alongside national energy-efficiency grants|No arrangement fee and no early repayment penalty","Aged 18 or over and EU resident|Property owner within the EU|Minimum net monthly income of €1,500|Quote from a certified installer for the works","Rate 1% below our standard renovation loan|Covers solar, heat pumps, insulation and EV chargers|Combine with national and regional energy grants|Decision within 48 hours|No early repayment penalty",family|pre_retirement,home|borrow|save,LOAN-RENO-001|INS-HOME-001|INV-ESG-001,0,0,0,0,0,0,0,0,12,0,18,18000,4.8,188,55,2026-07-01T00:00:00
LOAN-CONS-001,GRP-LOAN-CONS,Debt Consolidation Loan,https://banking-demo-five.vercel.app/products/loans/debt-consolidation-loan,0,true,https://banking-demo-five.vercel.app/images/products/debt-consolidation-loan.png,Loans|Consolidation|Debt Consolidation Loan,debt consolidation|consolidate debt|refinance|pay off credit cards|one monthly payment|lower interest|overdraft|personal loan|debt free|budgeting,"Combine credit cards, overdrafts and other loans into one fixed monthly payment from 6.9% APR — with a clear end date.",from 6.9% APR,all,Debt Consolidation Loan,0,0,6.9,40000,2500,1,84,NexaBank,"One payment, one rate, one end date — take control of what you owe.","The Debt Consolidation Loan pays off your existing credit cards, overdrafts and personal loans and replaces them with a single fixed monthly repayment. You know exactly what you pay and when you will be debt-free. We settle the other lenders directly on your behalf, and the app shows your payoff progress month by month.",personal,na,One monthly payment,fixed,na,No arrangement fee · no early repayment penalty,Credit subject to status and affordability checks. Representative APR shown; your rate may vary.,"Will consolidating lower my total cost? => Usually, when the new rate is below what you pay on cards and overdrafts. The app shows the comparison before you accept. || Do you pay my other lenders? => Yes. We transfer the funds directly to them on drawdown so nothing is missed. || Can I add a balance later? => You can top up the loan once in the first year, subject to affordability.","Consolidate cards, overdrafts and loans into one repayment|Fixed rate and fixed monthly amount for the full term|Direct settlement of existing balances|Payoff tracker and reminders in the app|Optional payment holiday of one month per year","Aged 18 or over and EU resident|Minimum net monthly income of €1,500|Existing balances with regulated lenders|No active loan defaults","One fixed payment instead of several|We settle your other lenders directly|Clear payoff date from day one|Borrow €2,500 to €40,000|No early repayment penalty",all|young_professional,borrow|save,SVC-COACH-001|ACC-EVERY-001|SAV-INST-001,0,0,0,0,0,0,0,0,12,0,18,18000,4.5,231,48,2026-07-01T00:00:00
SAV-INST-001,GRP-SAV-INST,Instant Access Savings,https://banking-demo-five.vercel.app/products/savings/instant-access,0,true,https://banking-demo-five.vercel.app/images/products/instant-access.png,Savings|Instant Access|Instant Access Savings,savings|instant access|flexible|no notice|easy saver|emergency fund|rainy day|safe place for savings|easy access savings|daily interest,Earn interest from day one with no restrictions on withdrawals — interest accrues daily and is paid monthly.,3.5% AER,all,Savings Account,0,0,0,250000,0,1,0,NexaBank,Earn interest from day one with no restrictions on withdrawals.,"Instant Access Savings is the simplest way to start earning a competitive rate on cash you want to keep available. There's no minimum opening deposit, no notice period and no penalty for withdrawing — interest accrues daily and is paid monthly straight into your account.",personal,standard,No notice period,variable,instant,No fees · interest paid monthly,"Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","Is the rate fixed? => No — 3.5% AER is variable and can move with market rates. We notify you in the app before any change. || How quickly can I withdraw? => Instantly, to your NexaBank current account, at any hour. || Is my money protected? => Yes, up to €100,000 per depositor under the EU Deposit Guarantee Scheme.","No minimum deposit to open the account|Withdraw anytime with no penalty|Interest accrues daily, paid monthly|Manage entirely from the NexaBank app|FSCS-equivalent protection up to €100,000",Aged 18 or over and EU resident|Active NexaBank current account|Valid government-issued ID|Tax residency declared at account opening,"No minimum deposit to open|Withdraw anytime, no penalty|Interest paid monthly|Manage entirely in the app|FSCS protected up to €100,000",all,save,SAV-NOT-001|SAV-ROUND-001|ACC-EVERY-001,0,3.5,0,0,0,0,0,0,0,0,18,0,4.7,8120,95,2022-01-10T00:00:00
SAV-NOT-001,GRP-SAV-NOT,Notice Account,https://banking-demo-five.vercel.app/products/savings/notice-account,0,true,https://banking-demo-five.vercel.app/images/products/notice-account.png,Savings|Notice Account|Notice Account,notice account|30 day|90 day|higher rate|structured savings|planned savings|better rate|medium term savings|house deposit savings,Commit to a 30 or 90-day notice period and earn a meaningfully higher rate on your savings.,4.1% AER,family,Savings Account,0,0,0,500000,1000,1,0,NexaBank,Commit to a short notice period and earn a higher rate on your savings.,The Notice Account rewards you for planning your withdrawals ahead. Choose between a 30 or 90-day notice period and earn a meaningfully higher rate than Instant Access. Ideal if you rarely need cash on short notice but want better returns than a standard savings account.,personal,standard,Higher rate,variable,notice,No fees · interest paid quarterly,"Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","What happens if I need the money sooner? => You can request an early withdrawal; the interest for the notice period you skipped is deducted. || Which notice period pays 4.1%? => The 90-day option. The 30-day option pays 3.8% AER. || Can I add money at any time? => Yes, top-ups are unlimited up to the €500,000 balance cap.","Choice of 30 or 90-day notice period|Higher rate than Instant Access|No upper age limit|Interest paid quarterly|FSCS-equivalent protection up to €100,000","Aged 18 or over and EU resident|Minimum opening deposit of €1,000|Active NexaBank current account|Tax residency declared at account opening","Choice of 30 or 90-day notice period|Higher rate than instant access|No upper age limit|Interest paid quarterly|FSCS protected up to €100,000",family|pre_retirement,save|home,SAV-TERM-001|SAV-INST-001|LOAN-REAL-001,0,4.1,0,0,0,0,0,0,0,90,18,0,4.6,2310,72,2022-01-10T00:00:00
SAV-TERM-001,GRP-SAV-TERM,Term Deposit,https://banking-demo-five.vercel.app/products/savings/term-deposit,0,true,https://banking-demo-five.vercel.app/images/products/term-deposit.png,Savings|Term Deposit|Term Deposit,term deposit|fixed rate|bond|lock in|guaranteed return|fixed savings|no risk|certificate of deposit|12 month savings|24 month savings|safe return,"Lock in a guaranteed rate for 6, 12 or 24 months — no market risk on your capital during the term.",up to 4.8% AER,pre_retirement,Term Deposit,0,0,0,1000000,1000,1,24,NexaBank,"Lock in a guaranteed rate for 6, 12 or 24 months — no market risk.","A Term Deposit is the right choice when you have a known time horizon and want a guaranteed return. Lock in a fixed rate at the moment you open the account; your interest is paid at maturity and the rate is unaffected by market movements during the term. Choose 6, 12 or 24 months.",personal,standard,Guaranteed return,fixed,term,No fees · interest paid at maturity,"Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","Which term pays 4.8%? => The 24-month term. 12 months pays 4.5% and 6 months pays 4.2% AER. || Can I break the deposit early? => Only in exceptional circumstances, and the interest earned is reduced. Choose a Notice Account if you may need access. || What happens at maturity? => Funds and interest return to your current account, or roll into a new term if you enabled auto-renewal.","Fixed rate locked in at the moment of opening|Choice of 6, 12 or 24-month term|Interest paid at maturity|Optional auto-renewal at the prevailing rate|FSCS-equivalent protection up to €100,000","Aged 18 or over and EU resident|Minimum opening deposit of €1,000|Active NexaBank current account|Tax residency declared at account opening","Fixed rate locked in at opening|Choose 6, 12 or 24-month term|Interest paid at maturity|Auto-renewal option available|FSCS protected up to €100,000",pre_retirement|family,save,SAV-NOT-001|INV-BOND-001|SAV-INST-001,0,4.8,0,0,0,0,0,0,6,0,18,0,4.7,1980,68,2022-01-10T00:00:00
SAV-REG-001,GRP-SAV-REG,Regulated Savings Account,https://banking-demo-five.vercel.app/products/savings/regulated-savings,0,true,https://banking-demo-five.vercel.app/images/products/regulated-savings.png,Savings|Regulated|Regulated Savings Account,regulated|tax free|government backed|secure|capital guaranteed|tax-free savings|livret|state guaranteed|safe savings|zero risk,"A government-backed regulated account with tax advantages and full capital protection up to €22,950.",3.0% AER,all,Savings Account,0,0,0,22950,10,1,0,NexaBank,A government-backed regulated account with tax advantages and full capital protection.,"Regulated Savings combines instant access with the tax efficiency of a government-backed scheme. Interest is exempt from income tax up to the regulatory cap, capital is fully protected, and the minimum opening deposit is just €10 — making it the most accessible tax-advantaged account in our range.",personal,standard,Tax advantages,variable,instant,No fees · interest tax-exempt,"Government-backed scheme; balance capped at €22,950 per holder. Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","Why is the balance capped at €22,950? => The cap is set by the regulator for this tax-free scheme. Interest above the cap is not tax-exempt, so we stop deposits there. || Can I have one at another bank too? => No — one regulated account per person across all banks. || Is the interest really tax-free? => Yes, interest on this account is exempt from income tax and social charges.",Interest exempt from income tax (within regulatory limits)|Government-backed capital protection|Minimum opening deposit of just €10|No account management fees|Regulated by the national financial authority,"Aged 18 or over and resident in the eligible jurisdiction|Maximum balance capped at €22,950 per holder|Active NexaBank current account|Tax residency declared at account opening",Interest exempt from income tax|Government-backed capital protection|Minimum opening deposit of just €10|No account management fees|Regulated by national authority,all|student,save,SAV-INST-001|SAV-JUN-001|ACC-EVERY-001,0,3,0,0,0,0,0,0,0,0,18,0,4.8,4460,88,2022-01-10T00:00:00
SAV-PEN-001,GRP-SAV-PEN,Pension Savings Plan,https://banking-demo-five.vercel.app/products/savings/pension-savings,0,true,https://banking-demo-five.vercel.app/images/products/pension-savings.png,Savings|Pension|Pension Savings Plan,pension|retirement savings|long term|tax relief|employer contribution|retire|retirement plan|PER|pension pot|save for retirement|old age,Build your retirement pot with tax relief on contributions and a choice of growth or income fund.,from 3.5% AER,pre_retirement,Pension Plan,0,0,0,0,50,2,0,NexaBank,Build your retirement pot with tax relief and a range of low-cost funds.,"The Pension Savings Plan is a long-term wrapper for retirement. Contributions qualify for tax relief up to the annual limit, employer matching is supported, and you can consolidate existing pension pots from previous providers. Pick a growth fund or a steady income fund — switch any time inside the app.",personal,standard,Tax relief,variable,retirement,No entry fee · 0.5% annual management fee,"Funds are locked until retirement age except in cases permitted by law. Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","When can I access the money? => From the legal retirement age, as a lump sum, an annuity or a mix. Early access is allowed for buying a first home. || How much tax relief do I get? => Contributions are deducted from taxable income up to the annual ceiling — for most people 10% of earnings. || Can I transfer an old pension in? => Yes. Start the transfer in the app and we handle the paperwork with your previous provider.",Tax relief on contributions up to annual limit|Choice of growth or income fund|Employer contribution matching supported|Consolidate pension pots from previous providers|Online pension tracker and projection tool in the app,Aged 18 or over and resident in the eligible jurisdiction|Active NexaBank current account|Minimum monthly contribution of €50|Tax residency declared at account opening,Tax relief on contributions up to annual limit|Choice of growth or income fund|Employer contribution matching available|Consolidate existing pension pots|Online pension tracker in the app,pre_retirement|young_professional,retire|save,INV-PEN-001|SVC-RETIRE-001|INV-BOND-001,0,3.5,0,0,0.5,0,0,0,0,0,18,0,4.5,1120,57,2022-06-01T00:00:00
SAV-JUN-001,GRP-SAV-JUN,Junior Savings Account,https://banking-demo-five.vercel.app/products/savings/junior-savings,0,true,https://banking-demo-five.vercel.app/images/products/junior-savings.png,Savings|Junior|Junior Savings Account,junior savings|kids savings|children savings account|save for my child|pocket money|birthday money|grandchild|under 18|education fund|child account,"A 4.0% AER savings account for children under 18, managed by a parent — gifts, pocket money and birthday cash grow tax-free.",4.0% AER,kids_teens,Savings Account,0,0,0,50000,10,1,0,NexaBank,Give your child a head start — savings that grow with them.,"The Junior Savings Account lets a parent or guardian save on behalf of a child under 18 at one of our best rates. Deposit gifts, pocket money and birthday cash from as little as €10; the child sees the balance and goals in NexaKids, but only the parent can withdraw. Interest is tax-free within the child's allowance and the account converts to an adult savings account at 18.",kids,standard,For under-18s,variable,instant,No fees · interest paid monthly,"Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","Who can withdraw the money? => Only the parent or guardian who opened the account, until the child turns 18 and takes it over. || Can grandparents pay in? => Yes — share the gift link and anyone can contribute directly. || Is the interest taxed? => Interest is tax-free within the child's personal allowance.","Competitive 4.0% AER variable rate|Held in the child's name, managed by a parent or guardian|Family and friends can contribute with a gift link|Savings goals with progress the child can follow|Automatic conversion to Instant Access Savings at 18",Child aged 0 to 17|Parent or legal guardian holds an active NexaBank current account|Child's identity document provided at opening|One Junior Savings Account per child,4.0% AER — one of our best rates|Open in the child's name from €10|Parent controls deposits and withdrawals|Child sees savings goals in NexaKids|Converts to an adult account at 18,kids_teens|family,kids|save|family,ACC-KIDS-001|INV-JUN-001|ACC-JOINT-001,0,4,0,0,0,0,0,0,0,0,0,0,4.9,214,52,2026-08-01T00:00:00
SAV-ROUND-001,GRP-SAV-ROUND,Round-Up Savings Pots,https://banking-demo-five.vercel.app/products/savings/round-up-pots,0,true,https://banking-demo-five.vercel.app/images/products/round-up-pots.png,Savings|Goal Pots|Round-Up Savings Pots,round up|savings pots|save automatically|spare change|savings goal|holiday fund|save for a deposit|micro saving|budget|first savings,Goal-based savings pots that round up every card payment to the nearest euro and sweep the change into savings at 3.5% AER.,3.5% AER,young_professional,Savings Account,0,0,0,100000,0,1,0,NexaBank,Save without thinking — every purchase tops up your goals.,"Round-Up Savings Pots turn everyday spending into effortless saving. Every card payment is rounded up to the nearest euro and the difference lands in a pot of your choice — a holiday, a deposit, a new phone. Add a multiplier to round up 2× or 5×, set a target and a date, and earn 3.5% AER on everything in the pot. Withdraw instantly whenever you need it.",personal,standard,Saves automatically,variable,instant,No fees · interest paid monthly,"Deposits protected up to €100,000 per depositor by the EU Deposit Guarantee Scheme.","How much will I save? => The average customer saves €38 a month from round-ups alone, before any scheduled top-ups. || Can I pause round-ups? => Yes — pause or resume any time in the app, per pot or for all pots. || Does it work with my credit card? => Yes. Round-ups from NexaBank credit cards are taken from your current account.",Automatic round-ups on debit and credit card payments|Create pots for any goal with a target amount and date|Multiplier lets you round up 2× or 5× when you want to save faster|Scheduled top-ups on payday|3.5% AER variable interest on all pots,Aged 18 or over and EU resident|Active NexaBank current account with a NexaBank card|Valid government-issued ID|Tax residency declared at account opening,"Round up every card payment automatically|Unlimited named pots with targets|2× and 5× round-up multipliers|3.5% AER on every pot|Withdraw instantly, no penalty",young_professional|student,save|travel|spend,ACC-EVERY-001|SAV-INST-001|CARD-START-001,0,3.5,0,0,0,0,0,0,0,0,18,0,4.8,356,66,2026-08-01T00:00:00
INV-FUND-001,GRP-INV-FUND,Managed Funds,https://banking-demo-five.vercel.app/products/investments/managed-funds,0,true,https://banking-demo-five.vercel.app/images/products/managed-funds.png,Investments|Funds|Managed Funds,managed fund|active management|diversified|portfolio|professional|mutual fund|balanced fund|growth fund|invest for the long term|wealth building|fund manager,"Actively managed portfolios across equities, bonds and alternatives — built and rebalanced by our team.",5–8% p.a. target,family,Investment Fund,0,0,0,0,1000,5,0,NexaBank,"Actively managed portfolios across equities, bonds and alternatives.","Our Managed Funds are built and continuously rebalanced by our in-house investment team. Choose a risk profile from cautious to growth, and we diversify across asset classes, regions and currencies on your behalf. Monthly performance reports give you full transparency on holdings and trades.",personal,na,Actively managed,none,instant,0.85% annual fee · no exit fee after year one,Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"What does the fund invest in? => Global equities, government and corporate bonds, and a small allocation to alternatives such as property and infrastructure. || What are the fees? => An all-in 0.85% a year. Exiting in the first year costs 1%; after that there are no exit fees. || Can I choose a cautious version? => Yes — three profiles (cautious, balanced, growth) with different equity weightings.",Diversified across asset classes and regions|Continuous rebalancing by our investment team|Choice of risk profile from cautious to growth|Detailed monthly performance reports|No exit fees after the first year,"Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €1,000|Suitability questionnaire completed at onboarding",Diversified across asset classes and regions|Continuous rebalancing by our investment team|Choice of risk profile from cautious to growth|Detailed monthly performance reports|No exit fees after the first year,family|pre_retirement,invest,INV-ROBO-001|INV-BOND-001|SVC-COACH-001,0,0,5,8,0.85,0,0,0,36,0,18,0,4.5,1480,73,2022-04-01T00:00:00
INV-ETF-001,GRP-INV-ETF,ETFs,https://banking-demo-five.vercel.app/products/investments/etfs,0,true,https://banking-demo-five.vercel.app/images/products/etfs.png,Investments|ETFs|ETFs,ETF|index fund|passive|low cost|market tracker|diversified|S&P 500|world index|stocks|fractional shares|self-directed investing|DIY investing,Trade 500+ global ETFs at a flat €1 commission with fractional shares from €50.,Market-linked,young_professional,ETF,0,0,0,0,50,6,0,NexaBank,Trade hundreds of global ETFs at low cost — build your own portfolio.,"Take full control of your portfolio with access to over 500 ETFs across global markets. Flat €1 commission per trade, fractional shares from €50 and auto-invest schedules let you build a diversified portfolio at any budget. Real-time analytics inside the app show allocation, performance and dividends.",personal,na,Self-directed,none,instant,€1 per trade · no custody fee,Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"What is an ETF? => An exchange-traded fund holds a basket of assets — for example the 500 largest US companies — and trades like a single share. || How much does it cost? => €1 per trade, and each ETF carries its own ongoing charge (typically 0.05–0.4%). NexaBank charges no custody fee. || Can I invest a fixed amount every month? => Yes — set an auto-invest schedule from €50 per month into any ETF.",Access to 500+ global ETFs|Flat €1 commission per trade|Fractional shares from €50|Auto-invest schedules in any ETF|Real-time portfolio analytics in the app,Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €50|Suitability questionnaire completed at onboarding,Access to 500+ global ETFs|Flat €1 commission per trade|Fractional shares from €50|Auto-invest schedules in any ETF|Real-time portfolio analytics in the app,young_professional|crypto,invest,INV-ROBO-001|INV-ESG-001|SAV-ROUND-001,0,0,0,0,0,0,0,0,0,0,18,0,4.6,2760,81,2022-04-01T00:00:00
INV-ROBO-001,GRP-INV-ROBO,Robo-Advisory Portfolio,https://banking-demo-five.vercel.app/products/investments/robo-advisory,0,true,https://banking-demo-five.vercel.app/images/products/robo-advisory.png,Investments|Robo|Robo-Advisory Portfolio,robo advisor|automated|algorithm|smart investing|digital|beginner investing|start investing|hands-off|risk profile|goal based investing|first investment,Tell us your goal — we build a diversified portfolio and rebalance it for you at 0.45% a year.,4–7% p.a. target,young_professional,Robo-Advisory,0,0,0,0,500,4,0,NexaBank,Tell us your goal — we build the portfolio and rebalance it for you.,"The Robo-Advisory Portfolio is the easiest way to start investing. A 5-minute questionnaire matches you to a risk profile, and we invest your money in a globally diversified portfolio of low-cost funds. We rebalance every quarter and harvest tax losses where local rules allow, all for a single 0.45% annual fee.",personal,na,Hands-off,none,instant,0.45% annual fee · no entry or exit fees,Capital at risk. The value of investments can go down as well as up and you may get back less than you invest.,"How do you pick my portfolio? => Your answers on goals, horizon and risk tolerance map to one of ten model portfolios, from 20% to 100% equities. || Can I change my risk level later? => Yes, at any time in the app. We rebalance you into the new model at the next trading window. || Is 0.45% really all I pay? => That is NexaBank's fee. The underlying funds average a further 0.15% ongoing charge.","5-minute setup questionnaire|Low all-in fee of 0.45% per year|Automatic rebalancing every quarter|Tax-loss harvesting where available|Top up or withdraw at any time, no penalty",Aged 18 or over and EU resident|Active NexaBank current account|Minimum investment of €500|Suitability questionnaire completed at onboarding,"5-minute setup questionnaire|Low all-in fee of 0.45% per year|Automatic rebalancing every quarter|Tax-loss harvesting where available|Top up or withdraw at any time, no penalty",young_professional|family,invest|save,INV-ETF-001|INV-FUND-001|SVC-COACH-001,0,0,4,7,0.45,0,0,0,60,0,18,0,4.7,3340,86,2022-04-01T00:00:00
